"q_id","game_id","answer","image_url"
"371","2","Бойфренд из будущего","Девушке вредно быть очень привлекательной. От этого у нее пропадает чувство юмора или индивидуальность"
"3848","1","Закусочная Боба","https://avatars.mds.yandex.net/get-kinopoisk-image/1900788/b37b0ccf-1007-431e-a2c6-e2131f1b26f7/orig"
"3867","1","Патриот","https://avatars.mds.yandex.net/get-kinopoisk-image/1777765/50d23cd9-2e15-4245-b00f-776563966b90/orig"
"475","2","Война Богов: Бессмертные","Каждый, кто посмеет вмешаться в судьбы смертных, будет жестоко наказан"
"2098","1","Сыны анархии","https://avatars.mds.yandex.net/get-kinopoisk-image/1777765/440d3539-33a3-4c5a-9de3-baf5d4e95511/orig"
"3688","1","Барашек Шон","https://avatars.mds.yandex.net/get-kinopoisk-image/1946459/a3ac2464-de48-4daf-a0ec-66e94ec4ddd3/orig"
"229","2","Да здравствует Цезарь!","Какие у Бога дети, может у него и собака есть? Колли или пудель? Никаких детей у Бога нет, он холостяк. И очень сердитый"
"391","2","Хранители снов","Меня зовут Ледяной Джек, и я Хранитель. Как я об этом узнал? Луна сказала. А когда вам о чем-то говорит Луна, в это стоит верить"
"4167","1","Лачуга должника","https://avatars.mds.yandex.net/get-kinopoisk-image/1600647/5e351239-8761-4bdb-b824-8b30c0f9a02d/orig"
"511","1","О мышах и людях","https://avatars.mds.yandex.net/get-kinopoisk-image/1599028/d22294ca-ce5c-4632-9887-1746155c5bf0/orig"
"229","1","Многоцветье","https://avatars.mds.yandex.net/get-kinopoisk-image/1600647/23a63bc3-0d64-44c6-8f8c-17a975782791/orig"
"478","2","Прогулка","Я протяну трос между башнями Всемирного торгового центра и пройдусь по нему"
"370","2","Однажды в сказке","Нельзя лишать людей надежды. Это даже хуже, чем плохой конец в доброй сказке"
"444","2","Рыцарь дня","— Пилоты мертвы.<br/>— Застрелены.<br/>— Но кем?<br/>— Мной. Точнее, я застрелил первого, а он застрелил второго, случайно. Короче, как обычно.<br/>"
"4371","1","Страна чудес смертников","https://avatars.mds.yandex.net/get-kinopoisk-image/1777765/6f0a85e4-111a-4707-9e02-31b7bba209b1/orig"
"398","2","Гринч","Чтобы притвориться Сантой, в образ нужно тщательно вжиться!"
"315","2","Еще по одной","Я бы с радостью каждый день понемногу выпивал ради полноценной жизни"
"430","2","Одинокий рейнджер","Подкрадываться к индейцу лучше с подветренной стороны"
"3605","1","Тюряга","https://avatars.mds.yandex.net/get-kinopoisk-image/1600647/714e72a8-f2b9-4f97-8cfe-7563099c01cc/orig"
"2873","1","Тупик","https://avatars.mds.yandex.net/get-kinopoisk-image/1773646/5f5986d7-874b-4ca9-bdfb-71742461187f/orig"
"386","2","Район №9","Мы все сделаем быстро, чисто и, главное, без шума"
"4330","1","1941","https://avatars.mds.yandex.net/get-kinopoisk-image/1900788/8ee99d0c-0db4-4de7-a37f-a4d38f8581bd/orig"
"2397","1","Убийство","https://avatars.mds.yandex.net/get-kinopoisk-image/1946459/74d9cda1-8f9f-457e-919e-ab5d105d03da/orig"
"1857","1","Газовый свет","https://avatars.mds.yandex.net/get-kinopoisk-image/1629390/6a21e552-8622-412c-8002-1ff8bab11852/orig"
"255","2","Черная Пантера","Ваканда больше не будет смотреть из тени. Мы не можем. Мы не должны. Мы будем сотрудничать, чтобы стать примером того, как мы, братья и сестры на этой Земле, должны относиться друг к другу"
"1238","1","История странного подростка","https://avatars.mds.yandex.net/get-kinopoisk-image/1900788/1ae3c8b0-ab34-4c89-aaaf-776f7bb7ff83/orig"
"1848","1","Фантазия","https://avatars.mds.yandex.net/get-kinopoisk-image/1599028/a7eab48c-2f84-4961-a087-53e261d1a45b/orig"
"331","2","Иллюзионист","Порой и правда — это всего лишь иллюзия"
"1275","1","The Beatles: Вечер трудного дня","https://avatars.mds.yandex.net/get-kinopoisk-image/1777765/f4e2efc6-50ae-4a58-a4f6-7f3c7ba39727/orig"
"2960","1","Призрак в доспехах: Синдром одиночки","https://avatars.mds.yandex.net/get-kinopoisk-image/1600647/48b28c13-017c-4682-b179-e7e4b85db918/orig"
"2879","1","Люди будущего","https://avatars.mds.yandex.net/get-kinopoisk-image/1600647/ccf0c0e6-9b57-4479-8c63-1f18ece56cd9/orig"
"2974","1","Сияние","https://avatars.mds.yandex.net/get-kinopoisk-image/1600647/5b01b261-1f8d-4e37-9e83-22162a12c769/orig"
"355","1","Бабуся","https://avatars.mds.yandex.net/get-kinopoisk-image/1599028/11193376-1e9c-49d9-a806-c6fd02f0533a/orig"
"260","2","Облачный атлас","Истинное самоубийство — дело спланированное, размеренное и верное. Многие проповедуют, что самоубийство — это проявление трусости. Эти слова не имеют ничего общего с истиной. Самоубийство — дело невероятного мужества"
"394","2","Королевство полной луны","Я забираю в свое распоряжение мелкого, тощего и того с заклеенным глазом"
"372","1","Модильяни","https://avatars.mds.yandex.net/get-kinopoisk-image/1704946/8ff8cec9-13b5-4668-b493-573c07916a12/orig"
"1628","1","Пепел и снег","https://avatars.mds.yandex.net/get-kinopoisk-image/1900788/0e8e42fb-1927-4482-912d-c4e0625af0f0/orig"
"4321","1","Фури-Кури","https://avatars.mds.yandex.net/get-kinopoisk-image/1704946/7e739e8b-1e94-4df8-8870-c7fb3d965dce/orig"
"257","2","Пассажиры","Мы представляем себе свое будущее, строим планы, словно мы капитаны своей судьбы… Но мы пассажиры, мы летим и судьба подхватывает нас. Не о такой жизни мы мечтаем, но это наша жизнь"
"301","2","Охотники за привидениями","Мне нужно разумное соотношение пельмешек и бульона, а это просто безумие!"
"1603","1","Европа","https://avatars.mds.yandex.net/get-kinopoisk-image/1599028/22b0ca4e-d813-46d4-9e71-a14e7e4833b5/orig"
"1239","1","Правосудие для всех","https://avatars.mds.yandex.net/get-kinopoisk-image/1946459/cede23b6-2c0a-4825-9872-1d54b1826ac6/orig"
"2597","1","Шантарам","https://avatars.mds.yandex.net/get-kinopoisk-image/6201401/23525123-e10b-4abe-a32e-12ddfced109a/orig"
"651","1","Отточенное лезвие","https://avatars.mds.yandex.net/get-ott/1672343/345437ed-b14d-4446-b87e-33f23aef03ac/orig"
"2546","1","Мастера ужасов","https://avatars.mds.yandex.net/get-kinopoisk-image/1599028/c4c287c1-fed8-48e3-a8b6-e3e0633abdbc/orig"
"2967","1","Личные предпочтения","https://avatars.mds.yandex.net/get-kinopoisk-image/1704946/014ee452-8128-4e86-acac-5fc2db4818e2/orig"
"1398","1","Теорема","https://avatars.mds.yandex.net/get-kinopoisk-image/4303601/0c19182f-ac66-4c5c-8d58-2faf9efe91ed/orig"
"3330","1","Криптон","https://avatars.mds.yandex.net/get-kinopoisk-image/1599028/02b0db53-a627-4020-a02f-bdfaa64b459b/orig"
"408","2","Дорога перемен","Посмотри на нас. Почему мы, как все, решили поставить на нашей жизни крест и похоронить себя заживо, как только появились дети?"
"1310","1","Любовь после полудня","https://avatars.mds.yandex.net/get-kinopoisk-image/1900788/d3946759-784e-4281-ac01-02afad1c4a6f/orig"
"3915","1","Военная разведка: Западный фронт","https://avatars.mds.yandex.net/get-ott/239697/6d5f2d70-8f75-4acd-b77f-222deb55a615/orig"
"426","1","Два брата","https://avatars.mds.yandex.net/get-kinopoisk-image/1946459/bf21bfce-b751-4446-a1a6-001e2d3c49d6/orig"
"2304","1","Секс в другом городе","https://avatars.mds.yandex.net/get-kinopoisk-image/1704946/a471ad1d-95bb-4c35-89ef-a61206bdb7bf/orig"
"1694","1","Чудовище","https://avatars.mds.yandex.net/get-kinopoisk-image/1946459/9f0501a5-8cf6-4000-82e3-d40c6b5c410d/orig"
"2973","1","На зов скорби","https://avatars.mds.yandex.net/get-kinopoisk-image/1946459/26765ce2-b98f-47b5-ae64-b31b37d8edba/orig"
"2775","1","АйКарли","https://avatars.mds.yandex.net/get-kinopoisk-image/1777765/7e4fed80-f743-4e09-8a31-d23ed8f59c27/orig"
"2994","1","Бар «На грудь»","https://avatars.mds.yandex.net/get-kinopoisk-image/1946459/bc6cb59d-83db-4d0b-84d2-d90c6c43de10/orig"
"352","2","Меняющие реальность","— Вы пялились на мои ноги, пока я спала?<br/>— Ваше платье не оставило мне выбора.<br/>— Это юбка.<br/>— Это пояс!"
"952","1","Сонатина","https://avatars.mds.yandex.net/get-kinopoisk-image/1777765/3423e3f9-1611-46d7-b991-ba6346eba02a/orig"
"4252","1","Полиция Парадайз","https://avatars.mds.yandex.net/get-kinopoisk-image/1777765/6ffd0a46-ce95-4fba-a20b-956eec9e4153/orig"
"4033","1","Алиса","https://avatars.mds.yandex.net/get-kinopoisk-image/1900788/5339cf8d-10e4-4d16-be0e-610aeb9c6522/orig"
"4206","1","Пекарь и красавица","https://avatars.mds.yandex.net/get-kinopoisk-image/1777765/90fe670f-701b-42e1-a249-7ef70b04c3bb/orig"
"615","1","А потом мы танцевали","https://avatars.mds.yandex.net/get-kinopoisk-image/1946459/e564442a-2040-48e3-b784-25afc1f87833/orig"
"4210","1","Истории Райли","https://avatars.mds.yandex.net/get-kinopoisk-image/1773646/4e0132ad-9d2f-4fb7-8076-95f47dac8f98/orig"
"927","1","Несмонтированный фильм","https://avatars.mds.yandex.net/get-kinopoisk-image/1900788/786a4730-00a2-4003-909d-95ff08608ca0/orig"
"1260","1","Какими мы были","https://avatars.mds.yandex.net/get-kinopoisk-image/1704946/d1d8d6b3-bb80-4e4c-94ed-7b9ce813401d/orig"
"2950","1","Физика или химия","https://avatars.mds.yandex.net/get-kinopoisk-image/1777765/8d8f72a4-ed4a-4edf-a432-a9d98f2a712a/orig"
"689","1","Он умер с фалафелем в руке","https://avatars.mds.yandex.net/get-kinopoisk-image/1898899/0c648f5f-6434-41bf-bf3b-1a188189f620/orig"
"532","1","Неугасающий","https://avatars.mds.yandex.net/get-kinopoisk-image/1777765/91677226-aa50-4a64-9f81-24463936363f/orig"
"1776","1","Нирджа","https://avatars.mds.yandex.net/get-kinopoisk-image/1946459/ac06e92b-316d-464d-a9ae-c04595934a96/orig"
"3005","1","Доярка из Хацапетовки","https://avatars.mds.yandex.net/get-kinopoisk-image/1900788/ba5239c0-5ba4-4cfa-a394-742d58801691/orig"
"2562","1","Ординатор","https://avatars.mds.yandex.net/get-kinopoisk-image/1773646/15bcab51-9ebe-4652-933f-3313dbb07dcf/orig"
"4248","1","Достучаться до тебя","https://avatars.mds.yandex.net/get-kinopoisk-image/1946459/e6514c15-fcd8-4a77-a9c3-47e790d2c223/orig"
"2630","1","Революция","https://avatars.mds.yandex.net/get-kinopoisk-image/1600647/0abbc1b1-07c5-4e8d-aeed-06babf68ad4e/orig"
"4196","1","Чёрное лето","https://avatars.mds.yandex.net/get-kinopoisk-image/4774061/a3459993-31e5-4a72-b253-d88ca05212db/orig"
"354","2","Три икса","Если посылаешь кого-нибудь спасать мир, убедись, что ему это нравится"
"359","2","Алиса в Зазеркалье","Если верить в себя, то невозможное оказывается осуществимо"
"2726","1","Далеко во Вселенной","https://avatars.mds.yandex.net/get-kinopoisk-image/1600647/88c6002e-47a3-47fa-8ec8-d91fb278f2f5/orig"
"2935","1","Испытание невиновностью","https://avatars.mds.yandex.net/get-kinopoisk-image/1599028/b6d38230-ee53-4ea0-84b6-a5c42480fbce/orig"
"4068","1","Разве плохо искать себе пару в подземелье?","https://avatars.mds.yandex.net/get-kinopoisk-image/1600647/97c1a96b-6dde-4aa9-90b6-7164073efc23/orig"
"3168","1","Заколдованный участок","https://avatars.mds.yandex.net/get-kinopoisk-image/1704946/8c0fa358-342e-4e74-b03f-d08a478e292a/orig"
"2928","1","Под прикрытием","https://avatars.mds.yandex.net/get-kinopoisk-image/1704946/8eca4f75-808a-443e-84c0-061d85540a07/orig"
"1675","1","Тень сомнения","https://avatars.mds.yandex.net/get-kinopoisk-image/1946459/4fb1ae78-d61d-4d47-8c0a-54c8f1d14201/orig"
"2961","1","Доктор Кто","https://avatars.mds.yandex.net/get-kinopoisk-image/1773646/dd16debd-c131-45fe-b79b-1d89ae01471f/orig"
"342","2","Нимфоманка: Часть 1","Возможно, единственным отличием между мной и другими людьми было то, что я всегда требовала больше от заката. Больше захватывающих красок, когда солнце касалось горизонта. Возможно, это мой единственный грех"
"3287","1","Самый громкий голос","https://avatars.mds.yandex.net/get-kinopoisk-image/1777765/74eea1cf-c121-4982-ab45-ae49c9434574/orig"
"3421","1","Драконы: Гонки по краю","https://avatars.mds.yandex.net/get-kinopoisk-image/1773646/cec9b738-2378-4ff8-96fc-08cbd62efaee/orig"
"3084","1","Виолетта","https://avatars.mds.yandex.net/get-kinopoisk-image/1704946/20372f9e-d0bb-4af9-851d-43fa50c8e3c2/orig"
"1611","1","Влюблённые","https://avatars.mds.yandex.net/get-kinopoisk-image/1777765/758077f7-e404-4e1e-bf48-4bb4b0b491fd/orig"
"215","1","Северная стена","https://avatars.mds.yandex.net/get-kinopoisk-image/1777765/bdd9cc4b-d52e-4936-9474-923b27ecc2a7/orig"
"1853","1","Цареубийца","https://avatars.mds.yandex.net/get-kinopoisk-image/1946459/b155a05c-41d5-45b1-94cc-1c5d64aabe91/orig"
"1375","1","Моонзунд","https://avatars.mds.yandex.net/get-kinopoisk-image/1946459/9f76dcc8-ca42-4b3e-a812-6e4e137cdf75/orig"
"1861","1","За пригоршню динамита","https://avatars.mds.yandex.net/get-kinopoisk-image/1773646/43981844-6dd9-421a-84d2-9d2a7607cf78/orig"
"4150","1","Гадкие американцы","https://avatars.mds.yandex.net/get-kinopoisk-image/1704946/24c73436-91c4-4d35-977a-90c736306945/orig"
"3745","1","Легенда","https://avatars.mds.yandex.net/get-kinopoisk-image/4303601/b348e5a2-9d16-4abc-9337-e373b28d2870/orig"
"3851","1","Кто ты – школа 2015","https://avatars.mds.yandex.net/get-kinopoisk-image/1704946/5a6834bf-a41a-4310-8808-05c02197e719/orig"
"2584","1","Камелот","https://avatars.mds.yandex.net/get-kinopoisk-image/1946459/38c2ec11-c7b3-409f-a542-42532fb7b44f/orig"
"3616","1","Старшая школа DxD","https://avatars.mds.yandex.net/get-kinopoisk-image/1946459/aef5b77f-9baa-43ee-a737-32c5b6a87d81/orig"
"4013","1","Наркомовский обоз","https://avatars.mds.yandex.net/get-kinopoisk-image/1946459/98b307e9-f2b8-46b2-a153-d0fd70348d6c/orig"
"200","1","Красота по-английски","https://avatars.mds.yandex.net/get-kinopoisk-image/1900788/34a9f3fd-70ed-47b9-9002-040d54e6c3f0/orig"
"308","2","Капитан Марвел","— Умеешь летать на таких?<br/>— Посмотрим.<br/>— Да или нет. Простой вопрос."
"2869","1","Борджиа","https://avatars.mds.yandex.net/get-kinopoisk-image/1773646/fcede5d7-e5c9-4ebe-99cc-bcc71203fef9/orig"
"1463","1","Берсерк. Золотой век: Фильм III. Сошествие","https://avatars.mds.yandex.net/get-kinopoisk-image/1773646/6f729fed-104c-4a21-aefb-52347a71ed72/orig"
"4238","1","Корона грешника","https://avatars.mds.yandex.net/get-kinopoisk-image/1777765/fd838929-fa55-44d6-b3f8-d0f250fcf18c/orig"
"671","1","Евангелион 1.11: Ты (не) один","https://avatars.mds.yandex.net/get-ott/1531675/b037a52f-583e-463a-8191-3b2411c90553/orig"
"2339","1","Сверхлюди","https://avatars.mds.yandex.net/get-kinopoisk-image/1773646/33e289a4-2220-43d5-aaf7-e43c241a56fb/orig"
"1963","1","Кулак легенды","https://avatars.mds.yandex.net/get-kinopoisk-image/1900788/f5724c76-372a-46d5-86b9-8fe091912b38/orig"
"3103","1","Хорошее поведение","https://avatars.mds.yandex.net/get-kinopoisk-image/1773646/2b9b65e9-07ef-4259-a3ed-09119ea7dc3d/orig"
"2345","1","Задержка в развитии","https://avatars.mds.yandex.net/get-kinopoisk-image/1773646/1898c0b3-6e66-4371-a556-06b2426ea59c/orig"
"1643","1","Из Африки","https://avatars.mds.yandex.net/get-kinopoisk-image/1946459/d40d2554-f999-43c1-bed7-162ef7f46f1a/orig"
"1099","1","Моя жизнь","https://avatars.mds.yandex.net/get-kinopoisk-image/1599028/88ada836-fe15-499b-b92a-fa9601afd3e1/orig"
"2585","1","От заката до рассвета","https://avatars.mds.yandex.net/get-kinopoisk-image/1900788/c755fb98-25b4-468b-82f7-9bd880e31290/orig"
"950","3","Фаворитка","Герцогиня и бедная дворянка борются за влияние на Анну Стюарт. Сардоническая драма с «Оскаром» Оливии Колман"
"221","3","Викинг","Князь Владимир находит для Руси особый путь. Историческая драма в духе «Игры престолов» с Данилой Козловским"
"132","3","Пиджак","В ходе карательной терапии Джек получает возможность перемещаться в будущее. Сай-фай триллер с Эдрианом Броуди"
"96","15","Песнь моря","https://avatars.mds.yandex.net/get-ott/2439731/de954ec9-ac22-4c52-91cf-336f671f0386/orig"
"1204","1","Сумрачный самурай","https://avatars.mds.yandex.net/get-kinopoisk-image/1900788/fc58dca3-664b-41fb-a457-09b1ff6f1708/orig"
"619","1","Песня для изгоя","https://avatars.mds.yandex.net/get-kinopoisk-image/1946459/55ba5c7c-e44e-48c9-a455-c71e5ce5aba5/orig"
"1348","1","Детройт — город рока","https://avatars.mds.yandex.net/get-ott/239697/9b1f1cce-410a-476e-a11b-c86d64c1a1a9/orig"
"1251","1","Бассейн","https://avatars.mds.yandex.net/get-kinopoisk-image/1629390/89e06e0d-7cdf-424a-ae3f-d3af9c4b6752/orig"
"4350","1","Золотой парень","https://avatars.mds.yandex.net/get-kinopoisk-image/1777765/bb2a2e87-a3ac-4c97-9f91-62459ee66bff/orig"
"2556","1","Мессия","https://avatars.mds.yandex.net/get-kinopoisk-image/1629390/fb3e908b-0bd0-4069-a115-b12b5ca01e5b/orig"
"4213","1","Бродяга Кэнсин","https://avatars.mds.yandex.net/get-kinopoisk-image/1704946/b2f9c56d-c438-43d7-9a3e-aec229cdcd6b/orig"
"2805","1","Библиотекари","https://avatars.mds.yandex.net/get-kinopoisk-image/1777765/910c1749-d704-4803-9ab4-0449e1bdaaec/orig"
"659","1","Сегодня я пойду домой один","https://avatars.mds.yandex.net/get-kinopoisk-image/1599028/db4ffcce-2e75-4a74-b413-0fbcb38c91e9/orig"
"3068","1","Цвет волшебства","https://avatars.mds.yandex.net/get-kinopoisk-image/1946459/3aca15e2-0d2b-42cf-8dd9-67a8b1fb382c/orig"
"987","1","Моя жизнь без меня","https://avatars.mds.yandex.net/get-kinopoisk-image/1773646/b21631cf-e6f6-4746-88aa-25e037d04eab/orig"
"1297","1","Девдас","https://avatars.mds.yandex.net/get-kinopoisk-image/1900788/71e3c28a-b1c9-4296-b57c-c74ead34528f/orig"
"613","3","Одинокий рейнджер","Прокурор и хитрый индеец против кровожадных головорезов. Остроумный вестерн Гора Вербински с Джонни Деппом"
"402","2","Джон Уик 2","Кто-нибудь, дайте уже этому парню ствол"
"358","3","Капитан Фантастик","Воспитанные в лесу дети выходят в большой мир. Бесподобная трагикомедия с Вигго Мортенсеном в роли чудака-отца"
"972","3","Сталкер","Мистическое путешествие через Зону к комнате, где исполняются желания. Философский шедевр Андрея Тарковского"
"814","3","Звездные войны: Скайуокер. Восход","Зло вернулось с новыми силами. Судьба Галактики решится в душах у Рей и Кайло Рена. Финал легендарной саги"
"190","3","Каратэ-пацан","Мистер Хан обучает подростка кунг-фу. Ремейк драмы 1984 года с Джеки Чаном и Джейденом Смитом"
"655","3","28 недель спустя","Британия восстанавливается после зомби-апокалипсиса, но вирус не дремлет. Мощный сиквел хоррора Дэнни Бойла"
"421","3","Гримм","Коп из Портленда начинает видеть в людях пугающие сущности. Приключенческое фэнтези режиссера «Проповедника»"
"464","3","Из Парижа с любовью","Спецагент-новичок и его коллега разносят улицы Парижа в поисках террористов. Экшен-комедия с Джоном Траволтой"
"807","3","На пятьдесят оттенков темнее","Анастейша возвращается к Кристиану и встречает его бывших девушек. Вторая часть эротической БДСМ-трилогии"
"481","2","Кости","Самые содержательные отношения возникают с мертвыми людьми"
"165","3","Судья Дредд","Дредд находит и расстреливает преступников в мире будущего. Обожаемый критиками экшен по британскому комиксу"
"751","3","День, когда Земля остановилась","Инопланетянин дает землянам последний шанс на спасение. Киану Ривз в ремейке фантастической драмы 1951 года"
"873","3","Мы","Семья встречает двойников с острыми ножницами. Амбициозный хоррор Джордана Пила о привилегиях и ксенофобии"
"140","3","Бегущий в лабиринте: Лекарство от смерти","Выжить в Последнем городе, чтобы спасти друзей и узнать правду. Финальная глава франшизы-антиутопии"
"66","3","Экзамен","Кандидаты на вакансию мечты проходят тест на стрессоустойчивость. Камерный триллер для фанатов «Куба» и «Пилы»"
"857","3","Монстры на каникулах 2","Дракула хочет вырастить из внука вампира, но тот слишком мил. Продолжение мульт-хита Геннди Тартаковски"
"850","3","Талантливый мистер Рипли","Бедный молодой человек с даром мимикрии присваивает чужую личность. Психологический триллер с Мэттом Дэймоном"
"553","3","На гребне волны","Агент ФБР внедряется в банду серфингистов-грабителей. Боевик с молодым Киану Ривзом, наполненный духом свободы"
"725","3","Интуиция","Случайно встретившись, пара решает испытать судьбу. Рождественский ромком с Джоном Кьюсаком и Кейт Бекинсейл"
"759","3","Другая женщина","Карли, Кейт и Эмбер узнают, что у них — один мужчина на троих. Комедия о женской дружбе без соперничества"
"164","3","Хороший год","Циник наследует винодельню в идиллическом Провансе. Рассел Кроу в сентиментальном ромкоме Ридли Скотта"
"754","3","Четыре комнаты","Постояльцы-сумасброды проверяют на прочность неискушенного портье. Тим Рот в знаковой черной комедии 1990-х"
"426","3","Салют-7","Космонавты должны предотвратить падение орбитальной станции. Владимир Вдовиченков в драме о реальном подвиге"
"158","3","Жизнь прекрасна","Молодой Адам переживает все стадии принятия тяжелой болезни. Комедия о серьезном с Джозефом Гордоном-Левиттом"
"671","3","Проклятый путь","Ради сына гангстер идет против мафии. Том Хэнкс в драме Сэма Мендеса с великолепной операторской работой"
"245","3","Монстро","Загадочная гигантская тварь нападает на Нью-Йорк. Эффектный хоррор Мэтта Ривза в жанре любительского видео"
"775","3","Ультраамериканцы","Тихий оболтус Майк обнаруживает, что он суперагент. Отвязная смесь боевика и ромкома с Джесси Айзенбергом"
"480","3","Судная ночь","Семья пытается пережить 12 часов, в которые любое насилие легально. Мощный микс хоррора и политической сатиры"
"769","3","Ультиматум Борна","Борн в бегах ищет правду о себе, пока за ним охотится ЦРУ. Оскароносный триквел с ошеломительным темпом"
"211","2","Варкрафт","Для орков война решает всё"
"949","3","Предчувствие","Линде сообщают о смерти мужа, но утром она видит его живым. Сандра Буллок в триллере с интригующей концепцией"
"879","3","Темная башня","Стрелок сражается с Человеком в черном за башню — оплот мироздания. Фэнтези-вестерн по романам Стивена Кинга"
"770","3","Ёлки 2","Надпись «З.Г.» на руке — единственное, что поможет Боре вернуть Олю. Новогодняя комедия с Иваном Ургантом"
"817","3","47 ронинов","Японские воины и полукровка Киану Ривз мстят за убитого господина. Фэнтезийная версия знаменитой легенды"
"279","3","Ешь, молись, люби","После развода Лиз отправляется в путешествие, чтобы найти себя. По мировому бестселлеру Элизабет Гилберт"
"381","3","Человек – швейцарский нож","Пукающий труп возвращает к жизни отчаявшегося неудачника. Причудливая трагикомедия об одиночестве с Полом Дано"
"166","3","Дикие истории","Шесть безумных новелл о боли, насилии и мести. Аргентино-испанская черная комедия — номинант на премию «Оскар»"
"920","3","Последний министр","Министр-визионер пытается сделать страну лучше — как умеет. Продолжение комедии о любви к России"
"1530","1","Не уходи","https://avatars.mds.yandex.net/get-kinopoisk-image/1600647/89473475-e164-455c-b22c-ab8ee84b08d3/orig"
"473","3","Суррогаты","Идеальные андроиды становятся посредниками в общении между людьми. Брюс Уиллис в экшене по популярным комиксам"
"831","3","РобоКоп","Погибшего полицейского возвращают к жизни в качестве киборга. Фантастический боевик, ремейк фильма 1987 года"
"2594","1","Сирена","https://avatars.mds.yandex.net/get-kinopoisk-image/1629390/75a038ec-70dd-40c2-9020-c5a840bdb777/orig"
"344","3","Олдбой","Герой, проведший в плену много лет, ищет причину своего заточения и жаждет мести. Шедевральная кровавая драма"
"563","3","Тоня против всех","Она хотела выиграть Олимпиаду, но не справилась с эмоциями. Марго Робби в роли скандальной фигуристки"
"338","1","Короли Догтауна","https://avatars.mds.yandex.net/get-kinopoisk-image/1946459/6a029b3f-7985-4732-ba6c-33086633da18/orig"
"530","3","Конг: Остров черепа","Искатели приключений потревожили покой гигантской обезьяны. Эпический боевик с Томом Хиддлстоном и Бри Ларсон"
"22","5","Сострадание","Что чуждо Эрнсту Ставро Блофельду, главному противнику Бонда?"
"1420","1","Букашки 2","https://avatars.mds.yandex.net/get-kinopoisk-image/1704946/35d50f13-76ab-4862-92d8-ed4411c6c394/orig"
"486","1","Одиночка","https://avatars.mds.yandex.net/get-kinopoisk-image/1600647/5872669f-2777-41f4-a12c-aa828f6c1514/orig"
"588","1","Не уходи","https://avatars.mds.yandex.net/get-kinopoisk-image/1898899/b2ce197d-ad2b-49f7-9ac0-b4eb5ce3eed5/orig"
"951","1","Тело Христово","https://avatars.mds.yandex.net/get-kinopoisk-image/1777765/3bd3dbaa-a323-4640-b7d4-226a511459de/orig"
"722","3","Миссия невыполнима: Племя изгоев","Цель агента Ханта — террористическая группа «Синдикат». Пятая часть шпионской франшизы с Томом Крузом"
"731","3","Дорогой Джон","Спецназовец и студентка проверяют чувства эпистолярным жанром. Проникновенная драма по книге Николаса Спаркса"
"248","3","Девушка в поезде","Пьющая Рэйчел становится свидетельницей убийства, но ей никто не верит. Триллер по бестселлеру Полы Хокинс"
"575","3","Братья Гримм","Два брата дурачили народ байками о нечисти, пока не встретили настоящее зло. Красочный триллер Терри Гиллиама"
"429","3","Левша","Боксер пытается вернуть смысл жизни после смерти жены. Джейк Джилленхол в драме режиссера «Тренировочного дня»"
"670","3","Zомбилэнд: Контрольный выстрел","Друзья научились разбираться с зомби, но запутались в отношениях. Сиквел хоррор-комедии с Вуди Харрельсоном"
"45","3","Транс","Бандиты пытаются найти дорогую картину и нанимают гипнотизера. Завораживающий триллер Дэнни Бойла"
"916","3","Звездная пыль","Ищущий упавшую звезду Тристан попадает в волшебный город. Фэнтези с юмором по взрослой сказке Нила Геймана"
"40","3","Невозможное","Британская семья оказывается в эпицентре сокрушительного цунами. Драма о трагедии 2004 года с Наоми Уоттс"
"924","3","Планета обезьян: Революция","Выжившие после эпидемии люди объявляют войну мудрым обезьянам. Умный блокбастер от режиссера «Монстро»"
"262","3","Диктатор","Тиран-самодур оказывается в шкуре обычного мигранта в США. Неполиткорректная пародия от создателей «Бората»"
"812","3","Под покровом ночи","Сьюзен читает роман о трагедии одной семьи и проводит параллели с собой. Хитросплетенный триллер Тома Форда"
"2357","1","Пепел","https://avatars.mds.yandex.net/get-kinopoisk-image/1900788/c18551d8-26e0-486b-b3d5-3f64f7920616/orig"
"1602","1","Мио, мой Мио","https://avatars.mds.yandex.net/get-kinopoisk-image/1777765/f011693c-97ff-432a-986e-8c6361b05715/orig"
"1426","1","Жизнь Кабачка","https://avatars.mds.yandex.net/get-kinopoisk-image/1777765/45afba73-8431-408f-adcc-8dc9cd124c74/orig"
"473","1","Призрак в доспехах 2.0","https://avatars.mds.yandex.net/get-kinopoisk-image/1599028/086cc0e9-0dd3-45fe-84a3-22ebc9cd777a/orig"
"1345","1","Леди-ястреб","https://avatars.mds.yandex.net/get-kinopoisk-image/1946459/0d089c67-9421-40a8-a1e7-a69943478bb9/orig"
"449","1","Маленький Манхэттен","https://avatars.mds.yandex.net/get-kinopoisk-image/1773646/dfa16a25-c183-409b-ad5e-beac065c04ed/orig"
"3307","1","Садовое кольцо","https://avatars.mds.yandex.net/get-kinopoisk-image/1898899/bf1706b3-024a-4dc5-96af-26aeb906a70d/orig"
"1223","1","На ярком солнце","https://avatars.mds.yandex.net/get-kinopoisk-image/1946459/5a5bd825-77ae-4000-afa4-d8c5d8733295/orig"
